order_id,order_date,region,segment,category,product,customer_id,quantity,unit_price,discount,revenue,cost,profit
ORD-100853,2025-02-15,West,Corporate,Office Supplies,Paper,C1124,6,43.74,0.0,262.44,134.51,127.93
ORD-101365,2025-02-15,Midwest,Consumer,Furniture,Table,C1053,2,314.79,0.1,566.62,381.29,185.33
ORD-100421,2025-02-16,Northeast,Consumer,Technology,Keyboard,C1193,5,149.05,0.0,745.25,355.02,390.23
ORD-101564,2025-02-16,South,Home Office,Furniture,Table,C1029,7,200.21,0.05,1331.4,705.6,625.8
ORD-101108,2025-02-16,West,Corporate,Technology,Printer,C1000,1,285.64,0.1,257.08,158.09,98.99
ORD-101451,2025-02-16,West,Home Office,Furniture,Table,C1053,4,151.06,0.0,604.24,413.66,190.58
ORD-100470,2025-02-16,South,Consumer,Technology,Printer,C1032,1,276.36,0.05,262.54,155.29,107.25
ORD-100990,2025-02-16,South,Home Office,Furniture,Bookcase,C1061,3,264.83,0.0,794.49,623.17,171.32
ORD-100861,2025-02-16,Northeast,Home Office,Office Supplies,Storage,C1034,4,49.81,0.05,189.28,111.46,77.82
ORD-100672,2025-02-16,South,Corporate,Office Supplies,Binders,C1000,5,69.82,0.05,331.64,196.98,134.66
ORD-100115,2025-02-17,Midwest,Consumer,Furniture,Desk,C1214,6,155.15,0.0,930.9,670.15,260.75
ORD-100452,2025-02-17,Northeast,Consumer,Technology,Headset,C1061,3,293.35,0.25,660.04,375.43,284.61
ORD-100869,2025-02-17,Northeast,Consumer,Technology,Headset,C1175,1,281.75,0.0,281.75,162.1,119.65
ORD-100029,2025-02-18,Midwest,Consumer,Technology,Monitor,C1165,1,435.68,0.0,435.68,221.57,214.11
ORD-101201,2025-02-18,Northeast,Corporate,Office Supplies,Paper,C1121,7,57.3,0.05,381.04,173.88,207.16
ORD-101212,2025-02-18,West,Corporate,Office Supplies,Paper,C1222,2,19.55,0.2,31.28,16.89,14.39
ORD-100328,2025-02-18,Northeast,Home Office,Technology,Printer,C1011,7,242.64,0.0,1698.48,1066.38,632.1
ORD-101768,2025-02-19,West,Consumer,Furniture,Table,C1200,7,233.04,0.05,1549.72,1053.94,495.78
ORD-100061,2025-02-19,Midwest,Corporate,Furniture,Cabinet,C1201,7,303.93,0.0,2127.51,1560.93,566.58
ORD-100036,2025-02-20,West,Consumer,Technology,Monitor,C1106,1,298.1,0.15,253.39,123.37,130.02
ORD-100756,2025-02-20,Northeast,Consumer,Office Supplies,Binders,C1255,7,37.8,0.2,211.68,120.61,91.07
ORD-100313,2025-02-20,Midwest,Consumer,Technology,Printer,C1104,4,177.1,0.0,708.4,493.62,214.78
ORD-100840,2025-02-20,West,Consumer,Office Supplies,Labels,C1258,7,44.4,0.05,295.26,160.57,134.69
ORD-100804,2025-02-20,West,Corporate,Technology,Printer,C1067,4,172.3,0.25,516.9,358.17,158.73
ORD-101262,2025-02-20,West,Consumer,Office Supplies,Storage,C1248,5,24.8,0.05,117.8,80.14,37.66
ORD-100394,2025-02-20,South,Corporate,Technology,Keyboard,C1053,3,446.42,0.0,1339.26,718.17,621.09
ORD-101151,2025-02-20,Northeast,Consumer,Furniture,Table,C1018,7,357.64,0.0,2503.48,1455.03,1048.45
ORD-100575,2025-02-21,West,Corporate,Technology,Monitor,C1115,7,442.94,0.1,2790.52,1753.69,1036.83
ORD-100142,2025-02-21,Northeast,Corporate,Office Supplies,Binders,C1101,7,43.91,0.05,292.0,169.36,122.64
ORD-101544,2025-02-21,Northeast,Consumer,Furniture,Bookcase,C1106,1,212.14,0.2,169.71,114.45,55.26
ORD-100197,2025-02-21,West,Consumer,Furniture,Bookcase,C1055,2,153.18,0.05,291.04,180.27,110.77
ORD-100581,2025-02-22,South,Corporate,Technology,Monitor,C1292,4,397.54,0.0,1590.16,1130.6,459.56
ORD-100215,2025-02-22,South,Consumer,Technology,Monitor,C1294,6,342.67,0.15,1747.62,1094.08,653.54
ORD-100054,2025-02-22,Northeast,Consumer,Office Supplies,Paper,C1202,2,43.18,0.15,73.41,42.17,31.24
ORD-100085,2025-02-22,South,Consumer,Furniture,Cabinet,C1182,2,304.94,0.0,609.88,372.39,237.49
ORD-100816,2025-02-22,South,Home Office,Office Supplies,Pens,C1276,7,39.9,0.05,265.33,144.23,121.1
ORD-100412,2025-02-22,West,Corporate,Furniture,Desk,C1232,4,290.39,0.1,1045.4,806.9,238.5
ORD-100748,2025-02-22,West,Corporate,Technology,Headset,C1086,3,225.98,0.0,677.94,385.06,292.88
ORD-101302,2025-02-22,West,Consumer,Furniture,Desk,C1296,7,164.83,0.0,1153.81,766.48,387.33
ORD-100355,2025-02-23,Northeast,Home Office,Furniture,Chair,C1257,2,174.6,0.0,349.2,196.31,152.89
ORD-100678,2025-02-23,Northeast,Consumer,Technology,Keyboard,C1032,5,333.83,0.05,1585.69,1221.8,363.89
ORD-100773,2025-02-23,South,Consumer,Technology,Headset,C1158,3,154.58,0.0,463.74,300.66,163.08
ORD-101257,2025-02-23,Northeast,Consumer,Furniture,Cabinet,C1082,6,166.44,0.0,998.64,729.68,268.96
ORD-100409,2025-02-23,Northeast,Consumer,Office Supplies,Pens,C1012,1,45.46,0.05,43.19,22.99,20.2
ORD-100064,2025-02-23,West,Corporate,Furniture,Cabinet,C1109,3,282.61,0.0,847.83,516.04,331.79
ORD-101563,2025-02-23,Northeast,Corporate,Office Supplies,Paper,C1191,3,53.15,0.05,151.48,94.69,56.79
ORD-100209,2025-02-23,West,Consumer,Furniture,Desk,C1058,2,322.56,0.15,548.35,380.36,167.99
ORD-100277,2025-02-23,West,Consumer,Office Supplies,Binders,C1070,2,36.89,0.25,55.34,34.57,20.77
ORD-101166,2025-02-24,South,Consumer,Technology,Laptop,C1059,4,161.78,0.0,647.12,413.25,233.87
ORD-101388,2025-02-24,West,Consumer,Office Supplies,Labels,C1135,2,72.66,0.0,145.32,89.14,56.18
ORD-101239,2025-02-24,West,Corporate,Technology,Keyboard,C1108,6,259.68,0.0,1558.08,913.61,644.47
ORD-100038,2025-02-24,West,Consumer,Technology,Laptop,C1232,4,317.91,0.25,953.73,743.42,210.31
ORD-101246,2025-02-24,West,Consumer,Office Supplies,Labels,C1013,2,23.9,0.0,47.8,23.29,24.51
ORD-100865,2025-02-25,Midwest,Consumer,Office Supplies,Storage,C1293,3,31.75,0.05,90.49,50.71,39.78
ORD-101622,2025-02-25,Midwest,Consumer,Technology,Printer,C1015,6,203.21,0.0,1219.26,589.02,630.24
ORD-100883,2025-02-25,Midwest,Home Office,Technology,Headset,C1251,3,247.11,0.2,593.06,481.6,111.46
ORD-101430,2025-02-26,West,Consumer,Technology,Printer,C1106,6,345.37,0.0,2072.22,1097.78,974.44
ORD-100584,2025-02-26,West,Consumer,Furniture,Chair,C1060,3,158.28,0.1,427.36,315.09,112.27
ORD-101747,2025-02-27,Midwest,Home Office,Technology,Monitor,C1182,5,403.56,0.2,1614.24,1270.1,344.14
ORD-100655,2025-02-27,West,Consumer,Furniture,Bookcase,C1230,5,312.3,0.05,1483.42,1022.72,460.7
ORD-100644,2025-02-27,South,Corporate,Office Supplies,Labels,C1238,3,28.74,0.0,86.22,51.3,34.92
ORD-100444,2025-02-27,South,Corporate,Office Supplies,Pens,C1223,1,36.22,0.0,36.22,17.43,18.79
ORD-100356,2025-02-27,Midwest,Corporate,Technology,Laptop,C1184,5,200.76,0.0,1003.8,489.71,514.09
ORD-101719,2025-02-27,Midwest,Consumer,Technology,Monitor,C1215,3,391.19,0.1,1056.21,618.45,437.76
ORD-100402,2025-02-27,West,Corporate,Technology,Headset,C1036,2,461.64,0.1,830.95,570.66,260.29
ORD-100436,2025-02-27,Northeast,Corporate,Furniture,Chair,C1039,5,213.11,0.05,1012.27,664.7,347.57
ORD-101448,2025-02-28,West,Home Office,Furniture,Cabinet,C1018,1,174.78,0.1,157.3,133.86,23.44
ORD-101311,2025-02-28,Northeast,Consumer,Furniture,Desk,C1240,1,250.33,0.05,237.81,175.14,62.67
ORD-101546,2025-02-28,West,Consumer,Furniture,Desk,C1022,6,149.72,0.1,808.49,506.52,301.97
ORD-101637,2025-02-28,West,Corporate,Office Supplies,Storage,C1161,2,52.31,0.0,104.62,70.12,34.5
ORD-100030,2025-02-28,Midwest,Consumer,Office Supplies,Binders,C1155,4,27.06,0.05,102.83,45.73,57.1
ORD-101636,2025-02-28,Northeast,Consumer,Office Supplies,Labels,C1157,3,26.42,0.05,75.3,37.69,37.61
ORD-101760,2025-03-01,Midwest,Consumer,Office Supplies,Storage,C1031,7,42.49,0.05,282.56,194.34,88.22
ORD-101031,2025-03-01,West,Corporate,Furniture,Desk,C1157,2,185.53,0.05,352.51,243.45,109.06
ORD-101688,2025-03-01,West,Corporate,Technology,Monitor,C1198,7,95.07,0.0,665.49,425.44,240.05
ORD-100262,2025-03-01,Midwest,Corporate,Furniture,Cabinet,C1119,1,173.96,0.05,165.26,110.16,55.1
ORD-100413,2025-03-01,Midwest,Consumer,Technology,Monitor,C1250,7,666.46,0.1,4198.7,2815.22,1383.48
ORD-100870,2025-03-02,West,Consumer,Furniture,Chair,C1051,1,234.5,0.0,234.5,178.2,56.3
ORD-100838,2025-03-02,West,Consumer,Technology,Headset,C1036,5,284.6,0.0,1423.0,861.3,561.7
ORD-101411,2025-03-02,Northeast,Consumer,Office Supplies,Pens,C1081,7,19.16,0.15,114.0,63.45,50.55
ORD-101532,2025-03-02,West,Corporate,Office Supplies,Pens,C1195,1,40.39,0.0,40.39,18.12,22.27
ORD-101571,2025-03-02,South,Home Office,Technology,Keyboard,C1117,2,287.9,0.05,547.01,267.65,279.36
ORD-100561,2025-03-03,West,Corporate,Furniture,Cabinet,C1214,7,118.15,0.0,827.05,593.23,233.82
ORD-101539,2025-03-03,South,Home Office,Furniture,Table,C1105,7,156.51,0.0,1095.57,738.96,356.61
ORD-101574,2025-03-03,West,Consumer,Technology,Laptop,C1064,3,480.7,0.2,1153.68,662.42,491.26
ORD-101047,2025-03-03,Northeast,Home Office,Office Supplies,Pens,C1160,3,38.01,0.0,114.03,52.49,61.54
ORD-100161,2025-03-03,South,Consumer,Technology,Headset,C1053,2,372.87,0.0,745.74,423.71,322.03
ORD-100116,2025-03-03,South,Corporate,Technology,Printer,C1096,7,109.58,0.2,613.65,349.06,264.59
ORD-100973,2025-03-03,Midwest,Consumer,Technology,Keyboard,C1225,5,455.74,0.1,2050.83,1095.6,955.23
ORD-100138,2025-03-04,West,Corporate,Office Supplies,Labels,C1255,5,83.89,0.0,419.45,217.11,202.34
ORD-100101,2025-03-04,West,Corporate,Furniture,Cabinet,C1002,6,170.05,0.05,969.28,733.41,235.87
ORD-101197,2025-03-04,South,Corporate,Furniture,Desk,C1186,5,243.61,0.0,1218.05,803.75,414.3
ORD-101550,2025-03-04,South,Home Office,Furniture,Bookcase,C1145,1,133.96,0.15,113.87,90.19,23.68
ORD-100397,2025-03-04,Northeast,Consumer,Technology,Laptop,C1038,3,469.76,0.1,1268.35,890.8,377.55
ORD-101209,2025-03-04,Northeast,Consumer,Furniture,Desk,C1294,7,352.88,0.0,2470.16,2043.91,426.25
ORD-101175,2025-03-04,South,Consumer,Office Supplies,Pens,C1045,3,49.98,0.05,142.44,67.23,75.21
ORD-101063,2025-03-04,Midwest,Corporate,Technology,Headset,C1183,4,319.82,0.15,1087.39,602.51,484.88
ORD-100731,2025-03-04,Northeast,Consumer,Technology,Laptop,C1092,4,299.73,0.05,1138.97,818.53,320.44
ORD-101366,2025-03-05,Midwest,Consumer,Office Supplies,Labels,C1096,3,30.73,0.0,92.19,64.42,27.77
ORD-101790,2025-03-05,West,Home Office,Technology,Monitor,C1198,6,222.36,0.0,1334.16,732.63,601.53
ORD-100512,2025-03-06,West,Home Office,Furniture,Table,C1178,3,149.69,0.0,449.07,330.3,118.77
ORD-100094,2025-03-06,Midwest,Consumer,Office Supplies,Storage,C1194,6,31.87,0.1,172.1,90.65,81.45
ORD-100723,2025-03-06,Midwest,Corporate,Technology,Monitor,C1154,6,360.58,0.15,1838.96,1207.75,631.21
ORD-101516,2025-03-06,Northeast,Home Office,Furniture,Desk,C1232,5,205.57,0.0,1027.85,697.85,330.0
ORD-100784,2025-03-07,West,Home Office,Furniture,Desk,C1264,4,289.36,0.05,1099.57,600.68,498.89
ORD-100158,2025-03-07,West,Consumer,Technology,Monitor,C1202,4,487.45,0.1,1754.82,1283.65,471.17
ORD-101074,2025-03-08,South,Home Office,Office Supplies,Paper,C1288,3,29.07,0.05,82.85,43.53,39.32
ORD-101261,2025-03-08,Midwest,Consumer,Furniture,Table,C1041,6,229.19,0.2,1100.11,825.77,274.34
ORD-100920,2025-03-08,Midwest,Home Office,Technology,Laptop,C1195,5,229.62,0.0,1148.1,855.55,292.55
ORD-100298,2025-03-09,Northeast,Consumer,Technology,Monitor,C1269,2,167.26,0.15,284.34,209.19,75.15
ORD-100919,2025-03-09,West,Consumer,Office Supplies,Pens,C1081,5,40.46,0.05,192.18,97.34,94.84
ORD-101584,2025-03-09,West,Home Office,Technology,Laptop,C1057,5,137.61,0.2,550.44,314.22,236.22
ORD-100458,2025-03-10,West,Corporate,Technology,Printer,C1281,7,320.52,0.2,1794.91,1065.18,729.73
ORD-100469,2025-03-10,South,Corporate,Office Supplies,Binders,C1237,2,34.76,0.25,52.14,29.29,22.85
ORD-100578,2025-03-10,Northeast,Consumer,Furniture,Desk,C1031,2,86.52,0.15,147.08,107.71,39.37
ORD-101021,2025-03-10,Midwest,Corporate,Office Supplies,Paper,C1209,7,49.44,0.15,294.17,176.61,117.56
ORD-100813,2025-03-10,South,Home Office,Office Supplies,Labels,C1245,6,42.03,0.1,226.96,118.77,108.19
ORD-101120,2025-03-10,Midwest,Corporate,Office Supplies,Binders,C1218,1,21.67,0.1,19.5,7.9,11.6
ORD-101392,2025-03-10,West,Consumer,Office Supplies,Binders,C1042,6,55.61,0.0,333.66,157.56,176.1
ORD-100627,2025-03-11,Midwest,Home Office,Furniture,Cabinet,C1166,1,192.15,0.15,163.33,111.72,51.61
ORD-100946,2025-03-11,South,Consumer,Technology,Keyboard,C1012,2,469.86,0.15,798.76,417.45,381.31
ORD-101793,2025-03-13,Midwest,Consumer,Furniture,Chair,C1276,3,89.11,0.25,200.5,132.78,67.72
ORD-100764,2025-03-13,West,Consumer,Technology,Laptop,C1256,3,143.86,0.05,410.0,225.71,184.29
ORD-101547,2025-03-13,South,Corporate,Furniture,Table,C1144,5,261.81,0.1,1178.14,930.46,247.68
ORD-100004,2025-03-13,Northeast,Consumer,Technology,Printer,C1238,4,363.47,0.15,1235.8,736.76,499.04
ORD-101759,2025-03-13,Midwest,Consumer,Furniture,Desk,C1021,3,314.75,0.0,944.25,620.31,323.94
ORD-101789,2025-03-13,Northeast,Home Office,Technology,Laptop,C1044,3,315.19,0.0,945.57,508.36,437.21
ORD-101526,2025-03-14,Midwest,Corporate,Technology,Monitor,C1076,3,349.47,0.1,943.57,603.13,340.44
ORD-101405,2025-03-14,West,Corporate,Furniture,Desk,C1150,3,144.46,0.0,433.38,383.6,49.78
ORD-100858,2025-03-14,Northeast,Corporate,Technology,Headset,C1089,5,453.09,0.0,2265.45,1567.65,697.8
ORD-101684,2025-03-15,South,Consumer,Technology,Keyboard,C1176,3,103.08,0.0,309.24,170.56,138.68
ORD-100602,2025-03-15,Northeast,Consumer,Technology,Laptop,C1176,6,343.93,0.05,1960.4,1223.26,737.14
ORD-101729,2025-03-16,South,Consumer,Office Supplies,Pens,C1246,1,43.1,0.0,43.1,23.69,19.41
ORD-100785,2025-03-16,West,Corporate,Technology,Monitor,C1120,5,474.2,0.15,2015.35,1386.7,628.65
ORD-101179,2025-03-16,Northeast,Corporate,Office Supplies,Paper,C1198,1,51.38,0.0,51.38,30.28,21.1
ORD-100535,2025-03-16,South,Consumer,Furniture,Desk,C1015,5,202.38,0.1,910.71,740.38,170.33
ORD-101335,2025-03-16,Northeast,Home Office,Technology,Headset,C1079,1,324.26,0.0,324.26,183.54,140.72
ORD-100281,2025-03-16,West,Consumer,Technology,Keyboard,C1238,6,132.45,0.0,794.7,498.85,295.85
ORD-100967,2025-03-16,West,Home Office,Office Supplies,Pens,C1131,3,47.35,0.0,142.05,91.06,50.99
ORD-101347,2025-03-17,South,Consumer,Technology,Headset,C1044,6,428.04,0.1,2311.42,1283.11,1028.31
ORD-100462,2025-03-17,Midwest,Corporate,Technology,Printer,C1122,2,278.33,0.1,500.99,328.83,172.16
ORD-101026,2025-03-17,Northeast,Consumer,Technology,Laptop,C1176,2,459.93,0.2,735.89,573.62,162.27
ORD-100570,2025-03-17,Northeast,Consumer,Office Supplies,Labels,C1107,4,61.5,0.05,233.7,132.12,101.58
ORD-100600,2025-03-17,Midwest,Consumer,Furniture,Cabinet,C1130,5,106.48,0.25,399.3,264.95,134.35
ORD-101666,2025-03-18,Northeast,Consumer,Technology,Keyboard,C1046,6,87.62,0.0,525.72,273.9,251.82
ORD-100855,2025-03-19,West,Home Office,Technology,Keyboard,C1142,5,469.45,0.1,2112.52,1380.91,731.61
ORD-101046,2025-03-19,Northeast,Consumer,Technology,Headset,C1051,5,243.37,0.05,1156.01,839.18,316.83
ORD-101269,2025-03-19,Midwest,Consumer,Furniture,Cabinet,C1296,3,199.37,0.2,478.49,354.64,123.85
ORD-100887,2025-03-19,Northeast,Home Office,Furniture,Chair,C1001,5,149.71,0.05,711.12,562.63,148.49
ORD-101229,2025-03-19,West,Consumer,Technology,Printer,C1226,7,409.49,0.0,2866.43,1467.74,1398.69
ORD-100754,2025-03-19,Northeast,Consumer,Office Supplies,Binders,C1069,4,65.52,0.1,235.87,153.24,82.63
ORD-101765,2025-03-20,Northeast,Corporate,Furniture,Table,C1058,4,253.29,0.0,1013.16,666.93,346.23
ORD-101718,2025-03-20,South,Home Office,Technology,Printer,C1097,5,270.42,0.05,1284.5,709.28,575.22
ORD-101435,2025-03-21,West,Consumer,Furniture,Bookcase,C1283,2,167.98,0.2,268.77,199.45,69.32
ORD-100663,2025-03-21,Midwest,Consumer,Office Supplies,Paper,C1186,6,68.65,0.0,411.9,259.67,152.23
ORD-101307,2025-03-22,West,Consumer,Furniture,Bookcase,C1175,5,233.44,0.0,1167.2,892.11,275.09
ORD-100805,2025-03-22,West,Consumer,Office Supplies,Binders,C1043,7,43.73,0.05,290.8,145.0,145.8
ORD-101440,2025-03-22,South,Home Office,Office Supplies,Paper,C1213,6,51.91,0.0,311.46,166.56,144.9
ORD-100060,2025-03-22,South,Home Office,Office Supplies,Pens,C1277,2,47.31,0.0,94.62,53.23,41.39
ORD-101612,2025-03-22,West,Consumer,Furniture,Cabinet,C1283,1,344.18,0.05,326.97,225.11,101.86
ORD-100103,2025-03-22,West,Consumer,Furniture,Table,C1161,2,193.55,0.05,367.74,256.32,111.42
ORD-100203,2025-03-22,West,Corporate,Furniture,Chair,C1285,5,249.15,0.0,1245.75,892.37,353.38
ORD-101468,2025-03-23,South,Corporate,Technology,Laptop,C1187,4,449.27,0.0,1797.08,940.85,856.23
ORD-101662,2025-03-23,Midwest,Consumer,Office Supplies,Labels,C1086,5,60.64,0.0,303.2,134.18,169.02
ORD-100710,2025-03-23,West,Home Office,Furniture,Cabinet,C1100,4,220.22,0.0,880.88,527.19,353.69
ORD-101288,2025-03-23,South,Corporate,Office Supplies,Labels,C1241,6,44.59,0.0,267.54,136.51,131.03
ORD-100751,2025-03-24,West,Consumer,Technology,Printer,C1056,5,363.9,0.2,1455.6,865.52,590.08
ORD-100931,2025-03-24,West,Corporate,Technology,Monitor,C1016,5,485.44,0.05,2305.84,1460.58,845.26
ORD-101733,2025-03-25,Northeast,Home Office,Furniture,Chair,C1060,5,269.46,0.2,1077.84,715.65,362.19
ORD-100562,2025-03-25,Midwest,Consumer,Technology,Printer,C1257,5,401.65,0.1,1807.42,1303.61,503.81
ORD-101010,2025-03-25,Northeast,Consumer,Furniture,Bookcase,C1128,3,230.15,0.0,690.45,443.64,246.81
ORD-101743,2025-03-25,South,Consumer,Technology,Laptop,C1235,6,362.97,0.0,2177.82,1303.42,874.4
ORD-101203,2025-03-25,West,Consumer,Technology,Headset,C1024,7,185.68,0.15,1104.8,638.98,465.82
ORD-101282,2025-03-26,Northeast,Corporate,Furniture,Chair,C1095,7,132.44,0.15,788.02,536.2,251.82
ORD-100753,2025-03-26,West,Corporate,Office Supplies,Labels,C1222,3,53.04,0.1,143.21,81.75,61.46
ORD-101088,2025-03-27,Northeast,Home Office,Furniture,Bookcase,C1059,6,265.79,0.05,1515.0,1126.85,388.15
ORD-100156,2025-03-27,West,Home Office,Furniture,Chair,C1147,3,225.36,0.15,574.67,460.6,114.07
ORD-100465,2025-03-27,Northeast,Consumer,Office Supplies,Labels,C1269,6,74.14,0.15,378.11,173.7,204.41
ORD-100911,2025-03-27,South,Home Office,Office Supplies,Labels,C1044,3,59.52,0.0,178.56,112.61,65.95
ORD-101457,2025-03-27,Northeast,Corporate,Office Supplies,Paper,C1209,1,70.77,0.0,70.77,28.45,42.32
ORD-101245,2025-03-28,Midwest,Home Office,Technology,Headset,C1271,7,276.59,0.25,1452.1,963.69,488.41
ORD-101348,2025-03-28,Northeast,Consumer,Furniture,Chair,C1232,7,147.32,0.0,1031.24,899.82,131.42
ORD-100011,2025-03-29,Midwest,Corporate,Technology,Keyboard,C1045,4,150.27,0.05,571.03,366.26,204.77
ORD-101268,2025-03-29,Northeast,Home Office,Office Supplies,Labels,C1260,7,51.98,0.05,345.67,199.17,146.5
ORD-100453,2025-03-30,South,Consumer,Furniture,Cabinet,C1282,7,142.01,0.2,795.26,489.24,306.02
ORD-101052,2025-03-30,Midwest,Corporate,Office Supplies,Storage,C1292,2,75.23,0.0,150.46,86.98,63.48
ORD-101582,2025-03-30,Northeast,Corporate,Office Supplies,Paper,C1186,7,42.52,0.0,297.64,147.65,149.99
ORD-101445,2025-03-30,Northeast,Corporate,Technology,Monitor,C1099,1,448.84,0.0,448.84,251.61,197.23
ORD-100048,2025-03-30,Midwest,Consumer,Furniture,Bookcase,C1069,5,375.43,0.05,1783.29,1138.84,644.45
ORD-101049,2025-03-30,South,Consumer,Technology,Printer,C1025,7,352.99,0.0,2470.93,1215.63,1255.3
ORD-100992,2025-03-31,Midwest,Consumer,Furniture,Desk,C1093,4,151.72,0.15,515.85,318.19,197.66
ORD-100529,2025-03-31,Northeast,Consumer,Furniture,Bookcase,C1081,5,308.67,0.1,1389.02,1146.9,242.12
ORD-100691,2025-03-31,Northeast,Consumer,Furniture,Desk,C1206,4,180.08,0.0,720.32,379.1,341.22
ORD-101607,2025-03-31,South,Consumer,Furniture,Cabinet,C1061,5,208.4,0.15,885.7,657.95,227.75
ORD-101178,2025-03-31,Northeast,Consumer,Furniture,Table,C1231,7,305.24,0.05,2029.85,1392.91,636.94
ORD-100526,2025-03-31,Northeast,Corporate,Furniture,Table,C1066,6,204.06,0.0,1224.36,1008.59,215.77
ORD-100633,2025-04-01,Midwest,Consumer,Technology,Headset,C1133,7,393.61,0.1,2479.74,1187.71,1292.03
ORD-101739,2025-04-02,Midwest,Consumer,Office Supplies,Binders,C1227,5,64.33,0.1,289.48,144.86,144.62
ORD-101634,2025-04-02,South,Corporate,Technology,Monitor,C1216,4,260.05,0.1,936.18,515.94,420.24
ORD-100435,2025-04-02,South,Home Office,Furniture,Desk,C1205,6,80.14,0.1,432.76,213.58,219.18
ORD-100388,2025-04-02,South,Corporate,Furniture,Table,C1239,6,133.7,0.1,721.98,490.66,231.32
ORD-101149,2025-04-02,Northeast,Corporate,Furniture,Chair,C1051,6,124.32,0.0,745.92,448.21,297.71
ORD-100056,2025-04-02,South,Corporate,Technology,Printer,C1291,6,453.44,0.0,2720.64,2109.53,611.11
ORD-100843,2025-04-02,Northeast,Consumer,Furniture,Bookcase,C1041,1,226.38,0.1,203.74,140.4,63.34
ORD-101264,2025-04-02,Northeast,Corporate,Technology,Headset,C1285,2,254.7,0.0,509.4,347.25,162.15
ORD-101762,2025-04-03,South,Corporate,Technology,Printer,C1069,4,355.48,0.0,1421.92,909.83,512.09
ORD-100528,2025-04-03,Northeast,Corporate,Furniture,Cabinet,C1064,4,301.37,0.0,1205.48,777.06,428.42
ORD-100836,2025-04-03,South,Consumer,Technology,Headset,C1200,4,137.04,0.0,548.16,336.06,212.1
ORD-100972,2025-04-04,Northeast,Consumer,Technology,Laptop,C1264,3,489.09,0.0,1467.27,881.32,585.95
ORD-101018,2025-04-04,South,Corporate,Office Supplies,Paper,C1215,5,51.61,0.0,258.05,113.82,144.23
ORD-100471,2025-04-04,West,Consumer,Office Supplies,Labels,C1284,4,49.89,0.1,179.6,114.41,65.19
ORD-101019,2025-04-05,South,Home Office,Office Supplies,Storage,C1067,7,29.13,0.0,203.91,131.67,72.24
ORD-100519,2025-04-05,Northeast,Consumer,Furniture,Desk,C1152,3,166.73,0.0,500.19,377.56,122.63
ORD-100342,2025-04-05,Midwest,Consumer,Technology,Printer,C1121,5,487.17,0.15,2070.47,1623.41,447.06
ORD-101798,2025-04-05,West,Consumer,Office Supplies,Paper,C1137,5,77.44,0.15,329.12,229.21,99.91
ORD-101113,2025-04-05,West,Corporate,Office Supplies,Paper,C1030,1,52.85,0.0,52.85,28.67,24.18
ORD-100953,2025-04-05,Northeast,Corporate,Office Supplies,Binders,C1110,6,21.16,0.0,126.96,66.62,60.34
ORD-100827,2025-04-05,Midwest,Consumer,Furniture,Bookcase,C1016,1,96.31,0.0,96.31,69.15,27.16
ORD-100763,2025-04-05,South,Corporate,Technology,Headset,C1053,1,76.85,0.15,65.32,33.96,31.36
ORD-101501,2025-04-06,Northeast,Consumer,Office Supplies,Labels,C1012,2,48.31,0.15,82.13,44.02,38.11
ORD-100192,2025-04-06,Midwest,Consumer,Office Supplies,Paper,C1003,4,61.49,0.15,209.07,92.48,116.59
ORD-100546,2025-04-06,West,Consumer,Furniture,Table,C1244,5,193.18,0.0,965.9,563.05,402.85
ORD-100143,2025-04-06,Northeast,Consumer,Furniture,Chair,C1168,1,211.37,0.1,190.23,98.0,92.23
ORD-100493,2025-04-06,Northeast,Consumer,Furniture,Desk,C1159,1,8.0,0.05,7.6,6.68,0.92
ORD-100449,2025-04-06,West,Consumer,Technology,Monitor,C1125,3,392.64,0.0,1177.92,785.8,392.12
ORD-101267,2025-04-06,Midwest,Corporate,Furniture,Bookcase,C1086,7,238.58,0.0,1670.06,1352.99,317.07
ORD-100320,2025-04-07,Midwest,Corporate,Technology,Printer,C1182,5,364.85,0.1,1641.82,1053.87,587.95
ORD-100233,2025-04-07,Northeast,Corporate,Furniture,Bookcase,C1075,2,166.44,0.05,316.24,219.93,96.31
ORD-101084,2025-04-07,West,Consumer,Furniture,Chair,C1085,6,255.5,0.1,1379.7,1076.22,303.48
ORD-101263,2025-04-07,South,Consumer,Furniture,Cabinet,C1247,1,291.97,0.0,291.97,182.27,109.7
ORD-101586,2025-04-08,South,Consumer,Technology,Headset,C1092,5,185.56,0.0,927.8,607.5,320.3
ORD-101387,2025-04-08,West,Corporate,Furniture,Chair,C1065,5,240.55,0.0,1202.75,905.83,296.92
ORD-101358,2025-04-08,Midwest,Consumer,Office Supplies,Binders,C1080,5,46.3,0.1,208.35,124.43,83.92
ORD-100792,2025-04-08,South,Corporate,Technology,Headset,C1181,6,315.72,0.15,1610.17,952.56,657.61
ORD-100737,2025-04-08,South,Consumer,Office Supplies,Pens,C1137,2,36.48,0.0,72.96,44.27,28.69
ORD-101478,2025-04-08,Northeast,Corporate,Office Supplies,Storage,C1083,2,30.46,0.25,45.69,32.83,12.86
ORD-101332,2025-04-08,Northeast,Consumer,Furniture,Cabinet,C1062,6,129.94,0.0,779.64,557.07,222.57
ORD-100229,2025-04-08,South,Consumer,Furniture,Chair,C1040,1,181.28,0.05,172.22,114.31,57.91
